system,scenario_id,seed,expected_root_cause,predicted_root_cause,diagnosis_status,evidence_precision,evidence_recall,remediation_correct,policy_safe,tool_calls,diagnosis_time_ms,trace_id,total_time_ms,model_calls,tool_retries,model_retries,confidence,input_tokens,output_tokens,estimated_cost_usd,human_intervention,root_cause_correct
ablation_no_retrieval,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.4,0.6666666666666666,True,True,7,104.615,47b3fe669230bba9580411be22b04953,410.9910000115633,2,0,0,0.7055,4086,165,0.0,True,True
ablation_no_context_engineering,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,123.31599999999999,63c264410af2b7f1dcc9050abd3ee622,429.88579999655485,2,0,0,0.98,24755,170,0.0,True,True
ablation_no_subagents,db_pool_exhaustion_002,11214,db_pool_exhaustion,db_pool_exhaustion,supported,0.2857142857142857,0.6666666666666666,True,True,7,104.678,8a0223f9667bd4c04e4d5a63b6b8fe41,392.34969997778535,2,0,0,0.98,4799,170,0.0,True,True
baseline_direct,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.0,0.0,True,True,0,0.05819997750222683,a5d85e9d1b33c5beb9ce10d58161431e,0.05819997750222683,0,0,0,0.5,0,0,0.0,False,True
baseline_react,slow_query_lock_001,11314,slow_query_lock,undetermined,insufficient_evidence,0.25,1.0,False,True,5,390.11800003936514,da9d6da36683fcaf42f4cb7ba41a8ce8,465.64930002205074,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,slow_query_lock_001,11314,slow_query_lock,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,96.857,1fb26745907bea2c580d156c864ae0c8,343.1727000279352,1,0,0,0.49,11410,106,0.0,False,False
sentinel_full,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.25,1.0,True,True,7,112.246,e8771089e432fb2f92e96c8ba472a393,407.3482999810949,2,0,0,0.98,4795,167,0.0,True,True
ablation_no_verifier,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.25,1.0,True,True,7,106.972,f9567cff8064d83dcedc25522e2057a3,409.4113999744877,1,0,0,0.98,2503,128,0.0,True,True
ablation_no_deep_learning,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.2727272727272727,1.0,True,True,7,102.82,129d38e43992a75c05f75279ac2d96ed,406.46680002100766,2,0,0,0.9324,3690,161,0.0,True,True
ablation_no_retrieval,slow_query_lock_001,11314,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,126.03900000000002,45ae144ea2ee2082ffc1195e54c4f4da,396.98580000549555,2,0,0,0.49,4073,149,0.0,False,False
ablation_no_context_engineering,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.25,1.0,True,True,7,161.78500000000003,cb09d8eb7301a588f9e98ce2de5fffa6,454.93559999158606,2,0,0,0.98,24755,167,0.0,True,True
ablation_no_subagents,slow_query_lock_001,11314,slow_query_lock,slow_query_lock,supported,0.25,1.0,True,True,7,104.086,3dd2a9bee9a26f67bc6ff5768317c7a2,397.5069999578409,2,0,0,0.98,4795,167,0.0,True,True
baseline_direct,slow_query_lock_002,11315,slow_query_lock,slow_query_lock,supported,0.0,0.0,True,True,0,0.06029999349266291,ecd56686273d3810ab996a3708724fb1,0.06029999349266291,0,0,0,0.5,0,0,0.0,False,True
baseline_react,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.25,1.0,False,True,5,419.0497000236064,d6ae25705df5c043ca212ccbb3d85038,502.7598000015132,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,101.385,638062de98923fc1d150c6cc1752d59b,319.433199998457,1,0,0,0.49,11406,106,0.0,False,False
sentinel_full,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,101.96,37d5c7c2ff63672fbd58d8c277f41138,376.29539996851236,2,0,0,0.49,4073,149,0.0,False,False
ablation_no_verifier,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,93.32600000000001,e6c8068d2a8af9bce5427c05e538a146,336.70009998604655,1,0,0,0.49,2150,106,0.0,False,False
ablation_no_deep_learning,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,96.92399999999999,e35a7e3cd654130890fe87f560519491,362.0626999763772,2,0,0,0.49,2959,149,0.0,False,False
ablation_no_retrieval,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,107.095,92c16dcbb578ccd340a63b9b7df9937b,368.2088000350632,2,0,0,0.49,4073,149,0.0,False,False
ablation_no_context_engineering,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,116.372,9b72e1fa2a2f0f6d1b0113bc79e8dd4e,666.8428999837488,2,0,0,0.49,23725,149,0.0,False,False
ablation_no_subagents,slow_query_lock_002,11315,slow_query_lock,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,102.643,05e7c4a12a9d4fe62f7141248526d484,381.3106000307016,2,0,0,0.49,4073,149,0.0,False,False
baseline_direct,bad_environment_001,11415,bad_environment,slow_query_lock,supported,0.0,0.0,False,True,0,0.06130000110715628,54a74a088887a8c67b6a61c8fbc21317,0.06130000110715628,0,0,0,0.5,0,0,0.0,False,False
baseline_react,bad_environment_001,11415,bad_environment,undetermined,insufficient_evidence,0.25,1.0,False,True,5,331.92159997997805,05870ade11bbf5978d719a960c313a77,397.3964000470005,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.5,1.0,False,True,9,114.35900000000001,38d109a2ae3d734060e02c419224deac,395.2270999434404,1,0,0,0.6200000000000001,11614,122,0.0,True,False
sentinel_full,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,139.079,c8fbc639670aa6f7b846fd31b687a6f7,510.29409997863695,2,0,0,0.721,4420,170,0.0,True,False
ablation_no_verifier,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,114.83500000000001,c865da55d178b6565aad9529a6c8c176,405.1148999715224,1,0,0,0.721,2327,131,0.0,True,False
ablation_no_deep_learning,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.5,1.0,False,True,9,98.137,9166de67521fc7c2390c2d9c99496add,386.63999998243526,2,0,0,0.6200000000000001,3297,161,0.0,True,False
ablation_no_retrieval,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,114.08200000000001,d6dd68dc1d5cc961cefd82781c620fd9,438.2076999754645,2,0,0,0.721,4420,170,0.0,True,False
ablation_no_context_engineering,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,109.264,efe482144de5fd5dbeeb736bfc98b2d1,410.89719999581575,2,0,0,0.721,24127,170,0.0,True,False
ablation_no_subagents,bad_environment_001,11415,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,124.517,413b1a431ec2ee74b276bfbb9babd871,431.6759000066668,2,0,0,0.721,4420,170,0.0,True,False
baseline_direct,bad_environment_002,11416,bad_environment,slow_query_lock,supported,0.0,0.0,False,True,0,0.05720002809539437,d67956c119988a3579fbd9aa7c64b861,0.05720002809539437,0,0,0,0.5,0,0,0.0,False,False
baseline_react,bad_environment_002,11416,bad_environment,undetermined,insufficient_evidence,0.25,1.0,False,True,5,396.8553000013344,490cc968e85021f9812a64d15965db5d,481.13390000071377,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,bad_environment_002,11416,bad_environment,dependency_regression,supported,0.5,1.0,False,True,9,108.601,5ab4a9b97b3f88a0121971b86b8d4e38,354.4543999596499,1,0,0,0.6200000000000001,11608,122,0.0,True,False
sentinel_full,bad_environment_002,11416,bad_environment,bad_environment,supported,0.42857142857142855,1.0,True,True,9,125.609,11ede88b0e4e1b9d5d757302f22b02bc,473.04690000601113,2,0,0,0.8091999999999999,5116,164,0.0,True,True
ablation_no_verifier,bad_environment_002,11416,bad_environment,bad_environment,supported,0.42857142857142855,1.0,True,True,9,123.64500000000001,ff706d5d5d43d0681ce5d69252aae516,411.9300000020303,1,0,0,0.8091999999999999,2682,125,0.0,True,True
ablation_no_deep_learning,bad_environment_002,11416,bad_environment,bad_environment,supported,0.42857142857142855,1.0,True,True,9,105.321,8fa8afae203239512f846d4fd222979c,406.3339999993332,2,0,0,0.8091999999999999,4008,164,0.0,True,True
ablation_no_retrieval,bad_environment_002,11416,bad_environment,dependency_regression,supported,0.2727272727272727,1.0,False,True,9,116.229,6d6e4412d0682777622cd6b328cf8432,417.43659996427596,2,0,0,0.721,4419,170,0.0,True,False
ablation_no_context_engineering,bad_environment_002,11416,bad_environment,bad_environment,supported,0.42857142857142855,1.0,True,True,9,97.13199999999999,8780c7ca616c5eb72c9103ae1af40108,403.79230002872646,2,0,0,0.8091999999999999,25114,164,0.0,True,True
ablation_no_subagents,bad_environment_002,11416,bad_environment,bad_environment,supported,0.42857142857142855,1.0,True,True,9,111.334,5d568c90190d1c380a340fd46154469e,413.7919999775477,2,0,0,0.8091999999999999,5116,164,0.0,True,True
baseline_direct,dependency_regression_001,11516,dependency_regression,slow_query_lock,supported,0.0,0.0,False,True,0,0.10579999070614576,b8fc89e9cad9095f3ea423c327dd5dd4,0.10579999070614576,0,0,0,0.5,0,0,0.0,False,False
baseline_react,dependency_regression_001,11516,dependency_regression,undetermined,insufficient_evidence,0.2727272727272727,1.0,False,True,5,429.3985999538563,a412be69a3aa1c0226638f1ae96be4b6,505.3914999589324,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.3333333333333333,0.6666666666666666,True,True,9,91.21600000000001,64429b43000f677c81ddf4cadd30b675,337.9787999438122,1,0,0,0.6200000000000001,11610,122,0.0,True,True
sentinel_full,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,116.146,e4ba4ba01442151cc7aa10eb36e519a1,499.0018000244163,2,0,0,0.98,5130,175,0.0,True,True
ablation_no_verifier,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,100.258,84fff2a46ad46ba3feedb7853c8d1f02,429.1328000253998,1,0,0,0.98,2684,136,0.0,True,True
ablation_no_deep_learning,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.25,0.6666666666666666,True,True,9,100.145,c42a17f822348a559e63cd94894e701b,423.0676000006497,2,0,0,0.9342,4008,164,0.0,True,True
ablation_no_retrieval,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.3,1.0,True,True,9,116.319,8d2178118ee6704f4553faa6a843ca1f,682.3515000287443,2,0,0,0.721,4420,170,0.0,True,True
ablation_no_context_engineering,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,113.01899999999999,6674849ffc1bd0fe58f6150d8808c278,433.49560000933707,2,0,0,0.98,25156,175,0.0,True,True
ablation_no_subagents,dependency_regression_001,11516,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,147.07999999999998,1c40911d4f28549fc1d65696981e283e,468.0139999836683,2,0,0,0.98,5130,175,0.0,True,True
baseline_direct,dependency_regression_002,11517,dependency_regression,slow_query_lock,supported,0.0,0.0,False,True,0,0.05749997217208147,61b3344a5fa3e8761b7a9e8f929e3a18,0.05749997217208147,0,0,0,0.5,0,0,0.0,False,False
baseline_react,dependency_regression_002,11517,dependency_regression,undetermined,insufficient_evidence,0.2727272727272727,1.0,False,True,5,372.75000009685755,4c7537cd7662cbc2d5435ca0128f47dd,465.8443000516854,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.3333333333333333,0.6666666666666666,True,True,9,100.456,93e6843d30a1873d6a0e099388bba03a,353.4036999917589,1,0,0,0.6200000000000001,11615,122,0.0,True,True
sentinel_full,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,119.97099999999999,ecbf6cf181069e196b0ac987828d258a,496.8679000157863,2,0,0,0.98,5134,175,0.0,True,True
ablation_no_verifier,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,124.66000000000001,2b1c53361569cc3282076677031f26f9,455.74199996190146,1,0,0,0.98,2686,136,0.0,True,True
ablation_no_deep_learning,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.25,0.6666666666666666,True,True,9,118.545,fc717c4261893e52d53b0fb9fcdd5069,471.9175999634899,2,0,0,0.9342,4008,164,0.0,True,True
ablation_no_retrieval,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.3,1.0,True,True,9,140.389,62cefe44299b88786964347656fa13ea,457.15349999954924,2,0,0,0.721,4424,170,0.0,True,True
ablation_no_context_engineering,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,113.563,84a6740584dc431047f4acf77931a6e1,458.04040000075474,2,0,0,0.98,25172,175,0.0,True,True
ablation_no_subagents,dependency_regression_002,11517,dependency_regression,dependency_regression,supported,0.25,1.0,True,True,9,135.241,00890ae57476517dcaf43451d4c08038,553.3844999736175,2,0,0,0.98,5134,175,0.0,True,True
baseline_direct,queue_saturation_001,11617,queue_saturation,downstream_rate_limit,supported,0.0,0.0,False,True,0,0.05759997293353081,ebee6bdc394bdf2cb208e5cdde3bca90,0.05759997293353081,0,0,0,0.5,0,0,0.0,False,False
baseline_react,queue_saturation_001,11617,queue_saturation,undetermined,insufficient_evidence,0.2727272727272727,1.0,False,True,5,457.80539995757863,5c109eff81e7a8df518609271981a3e7,543.7624999904074,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,queue_saturation_001,11617,queue_saturation,undetermined,insufficient_evidence,0.25,1.0,False,True,7,108.801,8b8c8e9039f4b2df8935ea75fdc49a47,323.6909999977797,1,0,0,0.49,11432,106,0.0,False,False
sentinel_full,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.375,1.0,True,True,7,146.029,21db6292ef92c57eb329309350a3cd44,470.21609998773783,2,0,0,0.98,4788,165,0.0,True,True
ablation_no_verifier,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.375,1.0,True,True,7,103.98100000000001,b83507ed7357920efc1fe5537daf6bfd,409.2329000122845,1,0,0,0.98,2498,115,0.0,True,True
ablation_no_deep_learning,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.42857142857142855,1.0,True,True,7,109.75999999999999,c0720f8df30c3ad37c4672d534eecb1f,405.64610000001267,2,0,0,0.8506,3657,159,0.0,True,True
ablation_no_retrieval,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,103.56,ec963d0c78c862c59489ee6c834ca32b,378.184599976521,2,0,0,0.6705,4075,159,0.0,True,True
ablation_no_context_engineering,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.375,1.0,True,True,7,118.55799999999999,1d754ea18d42490eafba7c1559256f77,412.65200002817437,2,0,0,0.98,24815,165,0.0,True,True
ablation_no_subagents,queue_saturation_001,11617,queue_saturation,queue_saturation,supported,0.375,1.0,True,True,7,106.048,7b43368bf27f15c14c6f2690a2dab2f1,393.6548999627121,2,0,0,0.98,4788,165,0.0,True,True
baseline_direct,queue_saturation_002,11618,queue_saturation,downstream_rate_limit,supported,0.0,0.0,False,True,0,0.08859997615218163,c98f27d35ce40181ad1a479d57b0f42f,0.08859997615218163,0,0,0,0.5,0,0,0.0,False,False
baseline_react,queue_saturation_002,11618,queue_saturation,undetermined,insufficient_evidence,0.2727272727272727,1.0,False,True,5,358.8435999699868,5e762c9560218d62b6a2d56187bca3ea,429.69659995287657,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,queue_saturation_002,11618,queue_saturation,undetermined,insufficient_evidence,0.25,1.0,False,True,7,113.556,43ad9d091db7ca6368067d54cc21e6ce,374.21270000049844,1,0,0,0.49,11429,106,0.0,False,False
sentinel_full,queue_saturation_002,11618,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,100.802,dd5e04111ba2ab0a8bb3a64d16a46a81,630.7794000022113,2,0,0,0.6705,4073,159,0.0,True,True
ablation_no_verifier,queue_saturation_002,11618,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,111.046,c826e9202e6341cae3cb040d22489e83,352.48900001170114,1,0,0,0.6705,2137,109,0.0,True,True
ablation_no_deep_learning,queue_saturation_002,11618,queue_saturation,undetermined,insufficient_evidence,0.25,1.0,False,True,7,101.392,ce3b2f1a7d7acf86d7daa59c19d501e4,340.1363000157289,2,0,0,0.49,2942,149,0.0,False,False
ablation_no_retrieval,queue_saturation_002,11618,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,126.84500000000001,c17f5dabe7de7f9e4796ce463c63c26f,414.6853999700397,2,0,0,0.6705,4073,159,0.0,True,True
ablation_no_context_engineering,queue_saturation_002,11618,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,109.152,1441d36cdff3989493b4ef9e017b3967,421.5603999909945,2,0,0,0.6705,23801,159,0.0,True,True
ablation_no_subagents,queue_saturation_002,11618,queue_saturation,queue_saturation,supported,0.5,0.6666666666666666,True,True,7,119.62100000000001,565ec47e57e485062047e9dfebafdc43,390.82510001026094,2,0,0,0.6705,4073,159,0.0,True,True
baseline_direct,downstream_rate_limit_001,11718,downstream_rate_limit,downstream_rate_limit,supported,0.0,0.0,True,True,0,0.05570001667365432,299e079a46b704398b9723fc12bcfe68,0.05570001667365432,0,0,0,0.5,0,0,0.0,False,True
baseline_react,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.25,1.0,False,True,5,380.93680003657937,ec5d3d5d52584b59a17b7d0dee4d3c8c,462.9486999474466,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,107.933,4bfa05b5e55c530773b6f74863e7db37,342.0435999869369,1,0,0,0.49,11450,106,0.0,False,False
sentinel_full,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,102.915,9aa1173e8fb426fe256d4762dace1750,368.03740001050755,2,0,0,0.49,4102,149,0.0,False,False
ablation_no_verifier,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,104.828,fb6a2215b63c1519e12b67c2a0e3c549,336.31089999107644,1,0,0,0.49,2168,106,0.0,False,False
ablation_no_deep_learning,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,114.373,01c7b5b2e1b865a868a851b7f00c728f,373.46490001073107,2,0,0,0.49,2967,149,0.0,False,False
ablation_no_retrieval,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,111.888,3d4daa21917152c0ee8151c978641417,384.6963999676518,2,0,0,0.49,4102,149,0.0,False,False
ablation_no_context_engineering,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,113.03,ccfbb9058184075338295fcaa0146d6e,385.0688000093214,2,0,0,0.49,23828,149,0.0,False,False
ablation_no_subagents,downstream_rate_limit_001,11718,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,104.656,0ff40cfee66fbd19b5ecdc05a6e779c1,367.4254000070505,2,0,0,0.49,4102,149,0.0,False,False
baseline_direct,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.0,0.0,True,True,0,0.057100027333945036,629a8ab786bf2a8148181ccad08f2894,0.057100027333945036,0,0,0,0.5,0,0,0.0,False,True
baseline_react,downstream_rate_limit_002,11719,downstream_rate_limit,undetermined,insufficient_evidence,0.25,1.0,False,True,5,328.69379996554926,b37255a243957442f7ee9225ac2ac441,404.26370000932366,0,0,0,0.49,0,0,0.0,False,False
baseline_graph,downstream_rate_limit_002,11719,downstream_rate_limit,undetermined,insufficient_evidence,0.23076923076923078,1.0,False,True,7,115.76599999999999,022dc35c40f83380abec431e8166080d,330.5127000203356,1,0,0,0.49,11464,106,0.0,False,False
sentinel_full,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.2857142857142857,0.6666666666666666,True,True,7,119.824,0c302f473a1ef0d51e369eea384ca8d8,443.10880004195496,2,0,0,0.98,4837,162,0.0,True,True
ablation_no_verifier,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.2857142857142857,0.6666666666666666,True,True,7,117.961,68eabfdda805831ffb1cc69a274eaaa5,411.15440003341064,1,0,0,0.98,2540,123,0.0,True,True
ablation_no_deep_learning,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.3333333333333333,0.6666666666666666,True,True,7,124.681,0c8cee98a5121f0c836a2cce28d94dd3,470.6706000142731,2,0,0,0.9174,3701,157,0.0,True,True
ablation_no_retrieval,downstream_rate_limit_002,11719,downstream_rate_limit,undetermined,insufficient_evidence,0.21428571428571427,1.0,False,True,7,117.053,1df75f11501dcdacbcfa9c0eed654e6a,379.7902000369504,2,0,0,0.49,4102,149,0.0,False,False
ablation_no_context_engineering,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.2857142857142857,0.6666666666666666,True,True,7,128.5,62d58dda1266803562811bec95c70f7e,459.5932000083849,2,0,0,0.98,24916,162,0.0,True,True
ablation_no_subagents,downstream_rate_limit_002,11719,downstream_rate_limit,downstream_rate_limit,supported,0.2857142857142857,0.6666666666666666,True,True,7,156.618,369efad31c285861c0f5bf2fa358a9f4,439.32850001147017,2,0,0,0.98,4837,162,0.0,True,True
